Date,Season,DayZero,DayNum,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Round,W_rebounds,L_rebounds
2003-03-20,2003,2002-11-04,136,1409,Tulsa,84,1173,Dayton,71,N,0,33,57,57.9,8,12,66.7,10,13,76.9,8,26,18,12,6,1,11,28,66,42.4,9,28,32.1,6,9,66.7,12,16,11,11,3,3,19,Round 1 (64 teams),34,28
2003-03-20,2003,2002-11-04,136,1458,Wisconsin,81,1451,Weber St,74,N,0,31,58,53.4,6,16,37.5,13,22,59.1,10,24,16,9,7,2,16,29,71,40.8,7,24,29.2,9,15,60.0,22,21,9,10,4,0,20,Round 1 (64 teams),34,43
2003-03-21,2003,2002-11-04,137,1120,Auburn,65,1386,St Joseph's PA,63,N,1,25,57,43.9,7,18,38.9,8,13,61.5,14,24,11,15,4,5,16,22,59,37.3,6,24,25.0,13,16,81.2,15,21,11,12,8,4,19,Round 1 (64 teams),38,36
2003-03-21,2003,2002-11-04,137,1139,Butler,47,1280,Mississippi St,46,N,0,18,47,38.3,5,18,27.8,6,8,75.0,7,19,5,8,3,0,15,16,44,36.4,6,21,28.6,8,14,57.1,8,22,10,10,6,4,13,Round 1 (64 teams),26,30
2003-03-21,2003,2002-11-04,137,1196,Florida,85,1358,Sam Houston St,55,N,0,32,61,52.5,13,28,46.4,8,14,57.1,9,31,24,10,6,3,15,19,57,33.3,6,18,33.3,11,18,61.1,12,25,10,16,1,4,16,Round 1 (64 teams),40,37
2003-03-21,2003,2002-11-04,137,1231,Indiana,67,1104,Alabama,62,N,0,19,49,38.8,7,18,38.9,22,26,84.6,13,22,15,8,1,2,17,22,52,42.3,5,12,41.7,13,16,81.2,9,20,13,8,2,6,21,Round 1 (64 teams),35,29
2003-03-21,2003,2002-11-04,137,1246,Kentucky,95,1237,IUPUI,64,N,0,40,65,61.5,10,20,50.0,5,11,45.5,10,25,22,13,7,4,17,22,60,36.7,4,15,26.7,16,22,72.7,15,18,10,19,7,1,15,Round 1 (64 teams),35,33
2003-03-21,2003,2002-11-04,137,1257,Louisville,86,1122,Austin Peay,64,N,0,35,70,50.0,8,24,33.3,8,13,61.5,15,29,18,12,12,4,22,24,54,44.4,2,21,9.5,14,22,63.6,8,21,11,18,5,3,18,Round 1 (64 teams),44,29
2003-03-21,2003,2002-11-04,137,1268,Maryland,75,1423,UNC Wilmington,73,N,0,27,54,50.0,10,19,52.6,11,15,73.3,8,27,17,13,3,3,20,20,55,36.4,13,29,44.8,20,26,76.9,10,19,16,8,7,1,19,Round 1 (64 teams),35,29
2003-03-21,2003,2002-11-04,137,1277,Michigan St,79,1160,Colorado,64,N,0,26,56,46.4,7,13,53.8,20,25,80.0,10,28,16,11,5,1,18,26,60,43.3,5,14,35.7,7,17,41.2,12,23,9,13,6,8,19,Round 1 (64 teams),38,35
2003-03-21,2003,2002-11-04,137,1329,Oklahoma St,77,1335,Penn,63,N,0,27,50,54.0,7,20,35.0,16,28,57.1,10,15,15,11,12,0,17,20,41,48.8,8,18,44.4,15,16,93.8,2,13,17,18,5,0,20,Round 1 (64 teams),25,15
2003-03-21,2003,2002-11-04,137,1338,Pittsburgh,87,1447,Wagner,61,N,0,33,59,55.9,9,16,56.2,12,21,57.1,10,23,22,9,14,6,19,21,51,41.2,7,21,33.3,12,18,66.7,9,20,13,19,6,2,20,Round 1 (64 teams),33,29
2003-03-21,2003,2002-11-04,137,1345,Purdue,80,1261,LSU,56,N,0,27,52,51.9,9,16,56.2,17,19,89.5,8,25,7,19,9,1,18,20,60,33.3,6,26,23.1,10,17,58.8,17,18,7,16,7,3,13,Round 1 (64 teams),33,35
2003-03-21,2003,2002-11-04,137,1393,Syracuse,76,1264,Manhattan,65,N,0,30,52,57.7,4,11,36.4,12,15,80.0,11,28,16,18,5,9,17,22,61,36.1,6,21,28.6,15,18,83.3,14,14,16,11,9,2,14,Round 1 (64 teams),39,28
2003-03-21,2003,2002-11-04,137,1400,Texas,82,1421,UNC Asheville,61,N,0,31,62,50.0,6,16,37.5,14,20,70.0,19,28,15,14,6,2,16,23,62,37.1,5,21,23.8,10,12,83.3,13,16,5,11,9,3,16,Round 1 (64 teams),47,29
2003-03-21,2003,2002-11-04,137,1428,Utah,60,1332,Oregon,58,N,0,18,61,29.5,9,23,39.1,15,18,83.3,13,23,8,15,7,4,22,19,55,34.5,3,17,17.6,17,24,70.8,13,29,8,17,6,2,22,Round 1 (64 teams),36,42
2003-03-21,2003,2002-11-04,137,1448,Wake Forest,76,1190,ETSU,73,N,0,29,69,42.0,6,23,26.1,12,20,60.0,19,29,13,19,8,9,19,24,60,40.0,5,10,50.0,20,28,71.4,13,25,7,15,12,4,20,Round 1 (64 teams),48,38
2003-03-21,2003,2002-11-04,137,1462,Xavier,71,1407,Troy,59,N,0,26,64,40.6,6,20,30.0,13,18,72.2,17,30,19,10,5,4,11,23,65,35.4,11,29,37.9,2,6,33.3,12,21,13,9,6,6,19,Round 1 (64 teams),47,33
2003-03-22,2003,2002-11-04,138,1112,Arizona,96,1211,Gonzaga,95,N,2,34,74,45.9,7,24,29.2,21,29,72.4,18,29,18,9,7,4,20,34,77,44.2,11,30,36.7,16,21,76.2,16,27,20,11,5,5,25,Round 2 (32 teams),47,43
2003-03-22,2003,2002-11-04,138,1163,Connecticut,85,1390,Stanford,74,N,0,31,68,45.6,6,10,60.0,17,21,81.0,17,26,12,9,4,1,13,27,62,43.5,8,23,34.8,12,17,70.6,11,22,12,11,2,6,18,Round 2 (32 teams),43,33
2003-03-22,2003,2002-11-04,138,1181,Duke,86,1141,C Michigan,60,N,0,32,52,61.5,10,15,66.7,12,16,75.0,4,23,14,11,15,9,18,21,57,36.8,8,17,47.1,10,14,71.4,14,19,8,21,4,2,14,Round 2 (32 teams),27,33
2003-03-22,2003,2002-11-04,138,1242,Kansas,108,1113,Arizona St,76,N,0,40,59,67.8,5,9,55.6,23,34,67.6,12,28,21,13,6,6,20,28,69,40.6,4,15,26.7,16,23,69.6,17,14,11,11,7,5,21,Round 2 (32 teams),40,31
2003-03-22,2003,2002-11-04,138,1266,Marquette,101,1281,Missouri,92,N,1,35,62,56.5,12,18,66.7,19,20,95.0,8,25,18,12,6,0,20,31,72,43.1,15,36,41.7,15,19,78.9,18,20,19,12,4,4,17,Round 2 (32 teams),33,38
2003-03-22,2003,2002-11-04,138,1323,Notre Dame,68,1228,Illinois,60,N,0,25,61,41.0,13,24,54.2,5,5,100.0,5,32,12,11,5,4,13,22,63,34.9,5,17,29.4,11,16,68.8,10,31,12,9,6,3,10,Round 2 (32 teams),37,41
2003-03-22,2003,2002-11-04,138,1328,Oklahoma,74,1143,California,65,N,0,26,51,51.0,7,13,53.8,15,24,62.5,13,23,16,12,2,2,15,27,52,51.9,5,16,31.2,6,12,50.0,6,18,6,9,5,4,23,Round 2 (32 teams),36,24
2003-03-22,2003,2002-11-04,138,1458,Wisconsin,61,1409,Tulsa,60,N,0,22,57,38.6,6,22,27.3,11,17,64.7,10,22,12,5,5,3,11,26,59,44.1,3,11,27.3,5,5,100.0,11,30,12,11,1,3,16,Round 2 (32 teams),32,41
2003-03-23,2003,2002-11-04,139,1120,Auburn,68,1448,Wake Forest,62,N,0,24,56,42.9,4,19,21.1,16,20,80.0,12,21,11,14,9,6,18,18,49,36.7,8,23,34.8,18,21,85.7,12,23,5,18,7,7,23,Round 2 (32 teams),33,35
2003-03-23,2003,2002-11-04,139,1139,Butler,79,1257,Louisville,71,N,0,27,52,51.9,14,22,63.6,11,19,57.9,10,18,21,12,6,2,11,28,54,51.9,11,25,44.0,4,4,100.0,8,19,13,14,8,2,21,Round 2 (32 teams),28,27
2003-03-23,2003,2002-11-04,139,1246,Kentucky,74,1428,Utah,54,N,0,26,55,47.3,4,13,30.8,18,18,100.0,13,22,11,13,4,3,16,19,48,39.6,4,14,28.6,12,16,75.0,8,14,8,16,7,2,19,Round 2 (32 teams),35,22
2003-03-23,2003,2002-11-04,139,1268,Maryland,77,1462,Xavier,64,N,0,30,58,51.7,3,13,23.1,14,17,82.4,7,32,19,8,2,6,21,20,57,35.1,7,18,38.9,17,24,70.8,8,20,12,7,2,0,16,Round 2 (32 teams),39,28
2003-03-23,2003,2002-11-04,139,1277,Michigan St,68,1196,Florida,46,N,0,25,45,55.6,6,16,37.5,12,18,66.7,9,21,15,10,5,0,18,16,43,37.2,5,21,23.8,9,12,75.0,8,14,9,14,2,1,20,Round 2 (32 teams),30,22
2003-03-23,2003,2002-11-04,139,1338,Pittsburgh,74,1231,Indiana,52,N,0,25,47,53.2,4,9,44.4,20,28,71.4,10,21,15,11,9,1,14,19,44,43.2,6,17,35.3,8,10,80.0,5,15,13,16,3,2,18,Round 2 (32 teams),31,20
2003-03-23,2003,2002-11-04,139,1393,Syracuse,68,1329,Oklahoma St,56,N,0,26,57,45.6,5,12,41.7,11,18,61.1,5,33,16,17,11,9,19,22,63,34.9,3,19,15.8,9,19,47.4,11,27,16,22,8,4,19,Round 2 (32 teams),38,38
2003-03-23,2003,2002-11-04,139,1400,Texas,77,1345,Purdue,67,N,0,25,62,40.3,5,11,45.5,22,26,84.6,13,27,8,13,4,0,21,23,62,37.1,5,16,31.2,16,24,66.7,13,22,10,13,7,2,24,Round 2 (32 teams),40,35
2003-03-27,2003,2002-11-04,143,1112,Arizona,88,1323,Notre Dame,71,N,0,36,76,47.4,7,14,50.0,9,11,81.8,14,30,19,10,12,5,17,25,59,42.4,10,23,43.5,11,18,61.1,9,27,15,19,6,4,16,Sweet Sixteen,44,36
2003-03-27,2003,2002-11-04,143,1242,Kansas,69,1181,Duke,65,N,0,29,67,43.3,1,12,8.3,10,17,58.8,18,29,14,17,4,5,16,25,65,38.5,10,26,38.5,5,8,62.5,11,22,11,14,6,7,18,Sweet Sixteen,47,33
2003-03-27,2003,2002-11-04,143,1246,Kentucky,63,1458,Wisconsin,57,N,0,24,49,49.0,1,5,20.0,14,24,58.3,12,21,9,14,10,4,17,19,45,42.2,8,21,38.1,11,16,68.8,7,19,9,15,7,1,20,Sweet Sixteen,33,26
2003-03-27,2003,2002-11-04,143,1266,Marquette,77,1338,Pittsburgh,74,N,0,28,54,51.9,6,12,50.0,15,22,68.2,10,18,16,10,7,3,18,29,55,52.7,4,14,28.6,12,15,80.0,10,20,18,12,6,4,19,Sweet Sixteen,28,30
2003-03-28,2003,2002-11-04,144,1277,Michigan St,60,1268,Maryland,58,N,0,22,56,39.3,6,17,35.3,10,12,83.3,11,26,10,18,8,3,20,20,54,37.0,2,16,12.5,16,18,88.9,9,24,8,15,12,4,15,Sweet Sixteen,37,33
2003-03-28,2003,2002-11-04,144,1328,Oklahoma,65,1139,Butler,54,N,0,27,55,49.1,4,10,40.0,7,12,58.3,19,20,15,13,6,1,18,19,43,44.2,4,13,30.8,12,17,70.6,7,14,10,13,7,2,18,Sweet Sixteen,39,21
2003-03-28,2003,2002-11-04,144,1393,Syracuse,79,1120,Auburn,78,N,0,29,66,43.9,5,14,35.7,16,21,76.2,15,21,14,10,9,7,17,27,63,42.9,10,22,45.5,14,17,82.4,14,26,15,17,5,5,19,Sweet Sixteen,36,40
2003-03-28,2003,2002-11-04,144,1400,Texas,82,1163,Connecticut,78,N,0,24,69,34.8,5,18,27.8,29,36,80.6,21,31,13,10,5,5,21,30,71,42.3,4,13,30.8,14,25,56.0,14,27,13,11,7,8,21,Sweet Sixteen,52,41
2003-03-29,2003,2002-11-04,145,1242,Kansas,78,1112,Arizona,75,N,0,29,67,43.3,8,26,30.8,12,18,66.7,15,22,16,15,13,5,20,23,55,41.8,10,22,45.5,19,23,82.6,11,26,16,19,8,2,17,Elite Eight,37,37
2003-03-29,2003,2002-11-04,145,1266,Marquette,83,1246,Kentucky,69,N,0,31,55,56.4,10,19,52.6,11,15,73.3,10,26,21,15,6,6,22,25,64,39.1,4,16,25.0,15,24,62.5,20,16,14,11,10,2,19,Elite Eight,36,36
2003-03-30,2003,2002-11-04,146,1393,Syracuse,63,1328,Oklahoma,47,N,0,25,48,52.1,2,12,16.7,11,19,57.9,12,28,16,24,13,2,13,18,58,31.0,5,28,17.9,6,11,54.5,14,14,10,19,13,4,16,Elite Eight,40,28
2003-03-30,2003,2002-11-04,146,1400,Texas,85,1277,Michigan St,76,N,0,25,51,49.0,6,14,42.9,29,38,76.3,8,20,16,4,6,4,22,25,54,46.3,8,16,50.0,18,26,69.2,12,26,11,12,1,2,28,Elite Eight,28,38
2003-04-05,2003,2002-11-04,152,1242,Kansas,94,1266,Marquette,61,N,0,38,71,53.5,8,19,42.1,10,17,58.8,19,33,22,12,8,5,15,23,74,31.1,3,16,18.8,12,18,66.7,21,18,7,11,7,3,17,Final Four,52,39
2003-04-05,2003,2002-11-04,152,1393,Syracuse,95,1400,Texas,84,N,0,32,56,57.1,7,13,53.8,24,31,77.4,9,28,14,13,9,2,21,27,63,42.9,10,21,47.6,20,32,62.5,17,17,20,14,6,2,26,Final Four,37,34
2003-04-07,2003,2002-11-04,154,1393,Syracuse,81,1242,Kansas,78,N,0,30,63,47.6,11,18,61.1,10,17,58.8,11,25,13,17,10,7,22,31,71,43.7,4,20,20.0,12,30,40.0,26,26,18,18,9,4,16,Championship,36,52
2004-03-16,2004,2003-11-03,134,1197,Florida A&M,72,1250,Lehigh,57,N,0,25,63,39.7,6,20,30.0,16,23,69.6,19,25,11,12,8,2,15,18,61,29.5,7,30,23.3,14,19,73.7,21,21,12,17,7,3,20,Play-In,44,42
2004-03-18,2004,2003-11-03,136,1104,Alabama,65,1356,S Illinois,64,N,0,24,53,45.3,7,16,43.8,10,16,62.5,11,24,7,12,7,2,7,24,59,40.7,12,22,54.5,4,5,80.0,10,20,15,10,4,1,14,Round 1 (64 teams),35,30
2004-03-18,2004,2003-11-03,136,1163,Connecticut,70,1436,Vermont,53,N,0,26,52,50.0,6,14,42.9,12,23,52.2,11,31,14,13,6,3,8,19,60,31.7,11,32,34.4,4,6,66.7,11,18,10,12,7,1,19,Round 1 (64 teams),42,29
2004-03-18,2004,2003-11-03,136,1177,DePaul,76,1173,Dayton,69,N,2,24,59,40.7,5,13,38.5,23,40,57.5,11,38,13,11,4,3,19,27,79,34.2,3,20,15.0,12,23,52.2,18,32,11,10,5,3,29,Round 1 (64 teams),49,50
2004-03-18,2004,2003-11-03,136,1181,Duke,96,1106,Alabama St,61,N,0,32,66,48.5,9,26,34.6,23,31,74.2,17,29,19,14,14,4,19,22,57,38.6,7,20,35.0,10,17,58.8,9,22,7,21,7,1,20,Round 1 (64 teams),46,31
2004-03-18,2004,2003-11-03,136,1211,Gonzaga,76,1434,Valparaiso,49,N,0,29,54,53.7,3,13,23.1,15,25,60.0,10,36,19,15,6,5,14,18,63,28.6,6,23,26.1,7,11,63.6,10,21,8,13,6,0,20,Round 1 (64 teams),46,31
2004-03-18,2004,2003-11-03,136,1264,Manhattan,75,1196,Florida,60,N,0,26,60,43.3,6,15,40.0,17,21,81.0,13,23,10,10,8,4,21,21,45,46.7,3,13,23.1,15,22,68.2,4,22,4,14,4,4,18,Round 1 (64 teams),36,26
2004-03-18,2004,2003-11-03,136,1268,Maryland,86,1431,UTEP,83,N,0,29,59,49.2,8,18,44.4,20,31,64.5,16,21,17,14,7,6,20,29,56,51.8,5,17,29.4,20,24,83.3,9,20,13,14,2,2,25,Round 1 (64 teams),37,29
2004-03-18,2004,2003-11-03,136,1305,Nevada,72,1277,Michigan St,66,N,0,20,46,43.5,7,22,31.8,25,29,86.2,5,23,10,17,6,2,16,23,55,41.8,5,16,31.2,15,18,83.3,6,20,14,14,9,0,25,Round 1 (64 teams),28,26
2004-03-18,2004,2003-11-03,136,1314,North Carolina,63,1102,Air Force,52,N,0,22,53,41.5,4,13,30.8,15,18,83.3,14,21,12,13,10,1,15,17,39,43.6,8,25,32.0,10,13,76.9,2,19,15,16,7,2,15,Round 1 (64 teams),35,21
2004-03-18,2004,2003-11-03,136,1371,Seton Hall,80,1112,Arizona,76,N,0,27,58,46.6,8,22,36.4,18,24,75.0,12,21,12,10,6,0,19,28,53,52.8,5,11,45.5,15,19,78.9,7,22,12,14,4,3,15,Round 1 (64 teams),33,29
2004-03-18,2004,2003-11-03,136,1386,St Joseph's PA,82,1251,Liberty,63,N,0,27,60,45.0,8,23,34.8,20,28,71.4,10,26,16,14,15,3,17,22,51,43.1,6,20,30.0,13,18,72.2,7,29,15,26,7,1,22,Round 1 (64 teams),36,36
2004-03-18,2004,2003-11-03,136,1390,Stanford,71,1427,UT San Antonio,45,N,0,27,54,50.0,6,14,42.9,11,15,73.3,11,29,11,20,11,9,20,15,63,23.8,2,15,13.3,13,21,61.9,22,17,2,19,8,3,15,Round 1 (64 teams),40,39
2004-03-18,2004,2003-11-03,136,1393,Syracuse,80,1140,BYU,75,N,0,24,46,52.2,11,16,68.8,21,28,75.0,5,18,12,7,2,4,15,26,55,47.3,10,26,38.5,13,19,68.4,15,21,19,9,2,1,23,Round 1 (64 teams),23,36
2004-03-18,2004,2003-11-03,136,1400,Texas,66,1343,Princeton,49,N,0,23,50,46.0,11,15,73.3,9,14,64.3,17,26,10,13,3,1,16,18,51,35.3,5,26,19.2,8,12,66.7,9,14,11,7,5,0,18,Round 1 (64 teams),43,23
2004-03-18,2004,2003-11-03,136,1403,Texas Tech,76,1150,Charlotte,73,N,0,29,59,49.2,4,11,36.4,14,18,77.8,14,22,17,16,7,2,16,25,58,43.1,6,24,25.0,17,21,81.0,13,20,14,14,11,4,20,Round 1 (64 teams),36,33
2004-03-18,2004,2003-11-03,136,1448,Wake Forest,79,1433,VCU,78,N,0,28,54,51.9,6,16,37.5,17,27,63.0,9,23,16,11,7,2,16,29,57,50.9,11,20,55.0,9,13,69.2,7,20,17,17,7,4,22,Round 1 (64 teams),32,27
2004-03-19,2004,2003-11-03,137,1130,Boston College,58,1428,Utah,51,N,0,23,44,52.3,3,4,75.0,9,11,81.8,4,21,20,8,4,3,13,19,50,38.0,3,18,16.7,10,10,100.0,9,17,12,8,2,0,12,Round 1 (64 teams),25,26
2004-03-19,2004,2003-11-03,137,1153,Cincinnati,80,1190,ETSU,77,N,0,29,62,46.8,13,32,40.6,9,11,81.8,12,33,22,17,3,11,19,29,74,39.2,6,23,26.1,13,20,65.0,17,21,14,6,11,3,14,Round 1 (64 teams),45,38
2004-03-19,2004,2003-11-03,137,1210,Georgia Tech,65,1320,Northern Iowa,60,N,0,25,55,45.5,6,18,33.3,9,12,75.0,8,29,10,12,4,3,14,21,54,38.9,10,27,37.0,8,10,80.0,3,25,15,10,2,1,16,Round 1 (64 teams),37,28
2004-03-19,2004,2003-11-03,137,1228,Illinois,72,1293,Murray St,53,N,0,27,60,45.0,9,24,37.5,9,13,69.2,16,28,19,8,5,5,17,17,49,34.7,8,20,40.0,11,17,64.7,9,18,8,10,4,2,13,Round 1 (64 teams),44,27
2004-03-19,2004,2003-11-03,137,1242,Kansas,78,1227,IL Chicago,53,N,0,24,39,61.5,5,12,41.7,25,40,62.5,6,35,18,25,6,8,19,20,64,31.2,3,16,18.8,10,14,71.4,11,15,10,15,9,0,25,Round 1 (64 teams),41,26
2004-03-19,2004,2003-11-03,137,1246,Kentucky,96,1197,Florida A&M,76,N,0,35,62,56.5,11,28,39.3,15,23,65.2,13,29,23,17,8,5,15,30,66,45.5,11,30,36.7,5,12,41.7,12,17,13,17,13,1,19,Round 1 (64 teams),42,29
2004-03-19,2004,2003-11-03,137,1272,Memphis,59,1376,South Carolina,43,N,0,23,59,39.0,9,27,33.3,4,7,57.1,14,22,16,9,3,4,15,15,42,35.7,2,13,15.4,11,16,68.8,4,21,9,12,5,4,14,Round 1 (64 teams),36,25
2004-03-19,2004,2003-11-03,137,1280,Mississippi St,85,1284,Monmouth NJ,52,N,0,30,56,53.6,8,22,36.4,17,23,73.9,13,34,19,17,12,3,13,18,51,35.3,9,27,33.3,7,15,46.7,3,17,12,17,7,0,18,Round 1 (64 teams),47,20
2004-03-19,2004,2003-11-03,137,1301,NC State,61,1418,Louisiana,52,N,0,18,49,36.7,5,17,29.4,20,24,83.3,13,24,10,15,5,0,20,16,49,32.7,5,22,22.7,15,23,65.2,11,21,9,15,9,2,21,Round 1 (64 teams),37,32
2004-03-19,2004,2003-11-03,137,1329,Oklahoma St,75,1186,E Washington,56,N,0,30,55,54.5,2,6,33.3,13,16,81.2,11,26,15,15,12,5,16,21,59,35.6,3,19,15.8,11,13,84.6,12,15,19,14,8,2,15,Round 1 (64 teams),37,27
2004-03-19,2004,2003-11-03,137,1334,Pacific,66,1344,Providence,58,N,0,24,50,48.0,6,14,42.9,12,18,66.7,7,22,17,12,7,1,11,23,61,37.7,6,26,23.1,6,6,100.0,15,21,12,15,4,2,18,Round 1 (64 teams),29,36
2004-03-19,2004,2003-11-03,137,1338,Pittsburgh,53,1416,UCF,44,N,0,13,44,29.5,5,16,31.2,22,31,71.0,10,27,7,13,8,1,15,16,52,30.8,5,20,25.0,7,10,70.0,9,24,10,14,6,0,22,Round 1 (64 teams),37,33
2004-03-19,2004,2003-11-03,137,1412,UAB,102,1449,Washington,100,N,0,30,65,46.2,9,26,34.6,33,44,75.0,11,26,23,12,8,2,26,35,64,54.7,6,20,30.0,24,34,70.6,10,31,19,16,6,5,30,Round 1 (64 teams),37,41
2004-03-19,2004,2003-11-03,137,1435,Vanderbilt,71,1444,W Michigan,58,N,0,26,46,56.5,11,19,57.9,8,18,44.4,8,25,16,17,9,5,15,22,63,34.9,2,19,10.5,12,16,75.0,18,18,10,12,13,1,19,Round 1 (64 teams),33,36
2004-03-19,2004,2003-11-03,137,1458,Wisconsin,76,1350,Richmond,64,N,0,25,51,49.0,8,18,44.4,18,24,75.0,11,18,14,9,7,3,11,25,54,46.3,7,16,43.8,7,13,53.8,13,16,17,14,8,3,19,Round 1 (64 teams),29,29
2004-03-19,2004,2003-11-03,137,1462,Xavier,80,1257,Louisville,70,N,0,23,46,50.0,9,18,50.0,25,29,86.2,12,27,15,15,6,1,12,25,63,39.7,10,32,31.2,10,13,76.9,13,13,18,10,7,1,23,Round 1 (64 teams),39,26
2004-03-20,2004,2003-11-03,138,1104,Alabama,70,1390,Stanford,67,N,0,16,43,37.2,4,19,21.1,34,44,77.3,5,24,8,8,6,8,16,26,73,35.6,7,24,29.2,8,11,72.7,22,27,12,12,2,0,31,Round 2 (32 teams),29,49
2004-03-20,2004,2003-11-03,138,1163,Connecticut,72,1177,DePaul,55,N,0,26,60,43.3,5,16,31.2,15,23,65.2,13,31,15,5,5,5,15,20,59,33.9,5,15,33.3,10,13,76.9,9,26,12,8,1,0,20,Round 2 (32 teams),44,35
2004-03-20,2004,2003-11-03,138,1181,Duke,90,1371,Seton Hall,62,N,0,26,48,54.2,4,11,36.4,34,38,89.5,11,29,16,10,3,3,18,24,57,42.1,3,17,17.6,11,16,68.8,8,14,11,10,4,0,27,Round 2 (32 teams),40,22
